batch,heads,seqlen,head_dim,causal,precision,status,measured_runtime_ms,measured_runtime_std_ms,measured_bottleneck,error
4,16,2048,128,False,fp8,ok,0.15123200416564941,0.003140844398562787,unknown,
4,16,4096,64,True,bf16,ok,0.24796800315380096,0.003319264884288331,unknown,
4,16,4096,64,True,fp16,ok,0.24697600305080414,0.002646844532144481,unknown,
4,16,4096,64,True,fp8,ok,0.24300800263881683,0.0035091801477576713,unknown,
4,16,4096,64,False,bf16,ok,0.4329279959201813,0.004736507456797907,unknown,
4,16,4096,64,False,fp16,ok,0.4362879991531372,0.0034561225373017958,unknown,
4,16,4096,64,False,fp8,ok,0.36073601245880127,0.002684546549668811,unknown,
4,16,4096,128,True,bf16,ok,0.2656640112400055,0.004290014917528711,unknown,
4,16,4096,128,True,fp16,ok,0.2667520046234131,0.005498513668739455,unknown,
4,16,4096,128,True,fp8,ok,0.2518079876899719,0.0022947600238658124,unknown,
4,16,4096,128,False,bf16,ok,0.49859198927879333,0.005494209756770329,unknown,
4,16,4096,128,False,fp16,ok,0.5060480237007141,0.005017253280086488,unknown,
4,16,4096,128,False,fp8,ok,0.3680639863014221,0.004122075745509003,unknown,
4,16,8192,64,True,bf16,ok,0.7147840261459351,0.0027426140622436126,unknown,
4,16,8192,64,True,fp16,ok,0.7167999744415283,0.0036454825952131416,unknown,
4,16,8192,64,True,fp8,ok,0.7114239931106567,0.0017890786534087142,unknown,
4,16,8192,64,False,bf16,ok,1.5557760000228882,0.005658802190231041,unknown,
4,16,8192,64,False,fp16,ok,1.5573760271072388,0.009871694504523416,unknown,
4,16,8192,64,False,fp8,ok,1.2396479845046997,0.0024905511635695335,unknown,
4,16,8192,128,True,bf16,ok,0.8158400058746338,0.0013812435954267622,unknown,
4,16,8192,128,True,fp16,ok,0.8387519717216492,0.011718925060551838,unknown,
4,16,8192,128,True,fp8,ok,0.7688639760017395,0.0046672624560945095,unknown,
4,16,8192,128,False,bf16,ok,1.8258880376815796,0.016447564698322713,unknown,
4,16,8192,128,False,fp16,ok,1.9390079975128174,0.02319132229901223,unknown,
4,16,8192,128,False,fp8,ok,1.4165760278701782,0.0037042957866707405,unknown,
4,16,16384,64,True,bf16,ok,2.6238720417022705,0.04191016270087471,unknown,
4,16,16384,64,True,fp16,ok,2.5667519569396973,0.0100584392729153,unknown,
4,16,16384,64,True,fp8,ok,2.518496036529541,0.0172981854106062,unknown,
4,16,16384,64,False,bf16,ok,6.0311360359191895,0.018534500243685716,unknown,
4,16,16384,64,False,fp16,ok,6.034783840179443,0.004820032672718151,unknown,
4,16,16384,64,False,fp8,ok,4.75167989730835,0.005403033909140832,unknown,
4,16,16384,128,True,bf16,ok,2.9730560779571533,0.004985836070093163,unknown,
4,16,16384,128,True,fp16,ok,3.2748799324035645,0.07646695431477075,unknown,
4,16,16384,128,True,fp8,ok,3.000960111618042,0.019580671083937174,unknown,
4,16,16384,128,False,bf16,ok,7.706719875335693,0.3114349954835366,unknown,
4,16,16384,128,False,fp16,ok,8.150976181030273,0.17817919532962528,unknown,
4,16,16384,128,False,fp8,ok,5.423264026641846,0.3117212818031721,unknown,
4,32,1024,64,True,bf16,ok,0.09222400188446045,0.0047332529259844726,unknown,
4,32,1024,64,True,fp16,ok,0.09257599711418152,0.0018842286344451914,unknown,
4,32,1024,64,True,fp8,ok,0.0939520001411438,0.0010047692229040704,unknown,
4,32,1024,64,False,bf16,ok,0.11315199732780457,0.003989836832196347,unknown,
4,32,1024,64,False,fp16,ok,0.11392000317573547,0.007011754408681217,unknown,
4,32,1024,64,False,fp8,ok,0.1058880016207695,0.0017654612605015134,unknown,
4,32,1024,128,True,bf16,ok,0.09987200051546097,0.0012897631252207177,unknown,
4,32,1024,128,True,fp16,ok,0.10067199915647507,0.003026783926820236,unknown,
4,32,1024,128,True,fp8,ok,0.09942399710416794,0.0018858825971155182,unknown,
4,32,1024,128,False,bf16,ok,0.12694400548934937,0.0018445440917985144,unknown,
4,32,1024,128,False,fp16,ok,0.1271039992570877,0.0014669841077586342,unknown,
4,32,1024,128,False,fp8,ok,0.10758399963378906,0.001740577368234945,unknown,
4,32,2048,64,True,bf16,ok,0.17177599668502808,0.002730052462697394,unknown,
4,32,2048,64,True,fp16,ok,0.17148800194263458,0.0026581768258267134,unknown,
4,32,2048,64,True,fp8,ok,0.16927999258041382,0.0013001217825969105,unknown,
4,32,2048,64,False,bf16,ok,0.24780799448490143,0.0037566557126224305,unknown,
4,32,2048,64,False,fp16,ok,0.2500799894332886,0.002339195768403859,unknown,
4,32,2048,64,False,fp8,ok,0.21427200734615326,0.002287541559196334,unknown,
4,32,2048,128,True,bf16,ok,0.1871359944343567,0.003349148683997253,unknown,
4,32,2048,128,True,fp16,ok,0.18592000007629395,0.0021774352943956547,unknown,
4,32,2048,128,True,fp8,ok,0.17980800569057465,0.0014360458119727498,unknown,
4,32,2048,128,False,bf16,ok,0.2898559868335724,0.003603218778526921,unknown,
4,32,2048,128,False,fp16,ok,0.2903999984264374,0.0030167698978817185,unknown,
4,32,2048,128,False,fp8,ok,0.22137600183486938,0.0036126149986162297,unknown,
4,32,4096,64,True,bf16,ok,0.4322560131549835,0.0034624530198884267,unknown,
4,32,4096,64,True,fp16,ok,0.43276798725128174,0.0037114607733670156,unknown,
4,32,4096,64,True,fp8,ok,0.4256959855556488,0.005677419256127728,unknown,
4,32,4096,64,False,bf16,ok,0.8089920282363892,0.003443330120016395,unknown,
4,32,4096,64,False,fp16,ok,0.8140479922294617,0.005754336312799422,unknown,
4,32,4096,64,False,fp8,ok,0.6561279892921448,0.0020375228733885385,unknown,
4,32,4096,128,True,bf16,ok,0.47628799080848694,0.002014680616526173,unknown,
4,32,4096,128,True,fp16,ok,0.48576000332832336,0.001984126556394907,unknown,
4,32,4096,128,True,fp8,ok,0.43721601366996765,0.006901646637238265,unknown,
4,32,4096,128,False,bf16,ok,0.9491519927978516,0.004580516481856665,unknown,
4,32,4096,128,False,fp16,ok,0.9685760140419006,0.0034303602466003655,unknown,
4,32,4096,128,False,fp8,ok,0.6740800142288208,0.005102564460869206,unknown,
4,32,8192,64,True,bf16,ok,1.3865280151367188,0.0034880442972820445,unknown,
4,32,8192,64,True,fp16,ok,1.3785920143127441,0.003419616269813772,unknown,
4,32,8192,64,True,fp8,ok,1.361664056777954,0.0017903381192451945,unknown,
4,32,8192,64,False,bf16,ok,3.054111957550049,0.007719615869753518,unknown,
4,32,8192,64,False,fp16,ok,3.0561280250549316,0.004518461121491198,unknown,
4,32,8192,64,False,fp8,ok,2.417952060699463,0.0061501506823631435,unknown,
4,32,8192,128,True,bf16,ok,1.6060800552368164,0.0031283929864682324,unknown,
4,32,8192,128,True,fp16,ok,1.6570559740066528,0.002811840442847258,unknown,
4,32,8192,128,True,fp8,ok,1.5154880285263062,0.006022314566668142,unknown,
4,32,8192,128,False,bf16,ok,3.837951898574829,0.11726070641521122,unknown,
4,32,8192,128,False,fp16,ok,3.8825600147247314,0.09703648155750375,unknown,
4,32,8192,128,False,fp8,ok,2.9793920516967773,0.12807881104319038,unknown,
4,32,16384,64,True,bf16,ok,5.09827184677124,0.11380016126710094,unknown,
4,32,16384,64,True,fp16,ok,5.038496017456055,0.08109147538648383,unknown,
4,32,16384,64,True,fp8,ok,5.036672115325928,0.08853303580899245,unknown,
4,32,16384,64,False,bf16,ok,11.99027156829834,0.005606756786827786,unknown,
4,32,16384,64,False,fp16,ok,12.00278377532959,0.012899033675807015,unknown,
